timestamp,latitude,longitude,speed_kmh
2024-03-15T07:13:04,-27.4853345,151.0275849,38.9
2024-03-15T07:13:06.500000,-27.4856136,151.0272644,38.5
2024-03-15T07:13:09,-27.4858114,151.0270138,42.6
2024-03-15T07:13:11.500000,-27.4861455,151.0265794,33.4
2024-03-15T07:13:14,-27.4861145,151.0266127,35.7
2024-03-15T07:13:16.500000,-27.4864665,151.0261824,31.2
2024-03-15T07:13:19,-27.4867034,151.0257445,33.8
2024-03-15T07:13:21.500000,-27.4869023,151.0253309,36.1
2024-03-15T07:13:24,-27.4871991,151.0249542,42.0
2024-03-15T07:13:26.500000,-27.4874535,151.0244426,46.8
2024-03-15T07:13:29,-27.4877399,151.0240804,42.7
2024-03-15T07:13:31.500000,-27.4880657,151.0235773,36.4
2024-03-15T07:13:34,-27.4883075,151.0231129,40.2
2024-03-15T07:13:36.500000,-27.4886303,151.0226712,44.9
2024-03-15T07:13:39,-27.4888771,151.0222434,48.9
2024-03-15T07:13:41.500000,-27.488887,151.0222695,42.3
2024-03-15T07:13:44,-27.4891259,151.0217673,41.2
2024-03-15T07:13:46.500000,-27.4892884,151.0214031,49.2
2024-03-15T07:13:49,-27.4895696,151.0208972,41.4
2024-03-15T07:13:51.500000,-27.4899,151.0204596,45.3
2024-03-15T07:13:54,-27.4900348,151.0200748,40.2
2024-03-15T07:13:56.500000,-27.490287,151.0195618,46.1
2024-03-15T07:13:59,-27.490669,151.0192206,35.7
2024-03-15T07:14:01.500000,-27.490838,151.0187278,44.4
2024-03-15T07:14:04,-27.4911164,151.0182259,33.9
2024-03-15T07:14:06.500000,-27.4914138,151.0178313,49.4
2024-03-15T07:14:09,-27.4913451,151.0179226,41.1
2024-03-15T07:14:11.500000,-27.4916504,151.0174438,30.8
2024-03-15T07:14:14,-27.4917984,151.0169799,33.3
2024-03-15T07:14:16.500000,-27.4920419,151.0165633,42.1
2024-03-15T07:14:19,-27.4923449,151.0160419,35.7
2024-03-15T07:14:21.500000,-27.4926245,151.0156685,35.8
2024-03-15T07:14:24,-27.4928928,151.0152093,32.8
2024-03-15T07:14:26.500000,-27.4930651,151.0146255,46.7
2024-03-15T07:14:29,-27.4933824,151.0142653,30.8
2024-03-15T07:14:31.500000,-27.493567,151.013728,44.9
2024-03-15T07:14:34,-27.4938413,151.0133901,38.4
2024-03-15T07:14:36.500000,-27.4938127,151.0132912,44.2
2024-03-15T07:14:39,-27.4941384,151.012892,32.9
2024-03-15T07:14:41.500000,-27.4944068,151.0125108,33.0
2024-03-15T07:14:44,-27.4946398,151.0120399,46.8
2024-03-15T07:14:46.500000,-27.4948202,151.0115899,43.3
2024-03-15T07:14:49,-27.4951371,151.0111428,34.0
2024-03-15T07:14:51.500000,-27.495279,151.0106355,32.2
2024-03-15T07:14:54,-27.4956396,151.0102558,49.0
2024-03-15T07:14:56.500000,-27.4958736,151.0097352,30.7
2024-03-15T07:14:59,-27.496026,151.0093679,49.6
2024-03-15T07:15:01.500000,-27.4963652,151.0088938,37.6
2024-03-15T07:15:04,-27.4963815,151.0088189,37.6
2024-03-15T07:15:06.500000,-27.4966582,151.0084235,32.9
2024-03-15T07:15:09,-27.4968497,151.0079648,43.5
2024-03-15T07:15:11.500000,-27.4971269,151.0075122,32.8
2024-03-15T07:15:14,-27.4973373,151.0071031,43.8
2024-03-15T07:15:16.500000,-27.4976537,151.0066452,31.1
2024-03-15T07:15:19,-27.4978189,151.006127,49.9
2024-03-15T07:15:21.500000,-27.4981301,151.0056417,49.7
2024-03-15T07:15:24,-27.4983891,151.00525,32.8
2024-03-15T07:15:26.500000,-27.4985331,151.0047372,30.2
2024-03-15T07:15:29,-27.4988902,151.00433,42.3
2024-03-15T07:15:31.500000,-27.4989247,151.0044246,35.9
2024-03-15T07:15:34,-27.4990142,151.0039407,32.4
2024-03-15T07:15:36.500000,-27.4993211,151.0034536,31.5
2024-03-15T07:15:39,-27.4994441,151.0030387,48.2
2024-03-15T07:15:41.500000,-27.4997313,151.0026911,32.0
2024-03-15T07:15:44,-27.4998939,151.002294,35.2
2024-03-15T07:15:46.500000,-27.500234,151.001867,42.4
2024-03-15T07:15:49,-27.5003201,151.0013488,30.7
2024-03-15T07:15:51.500000,-27.5005728,151.0009612,44.8
2024-03-15T07:15:54,-27.500867,151.0005156,37.9
2024-03-15T07:15:56.500000,-27.5010936,151.0001944,41.3
2024-03-15T07:15:59,-27.5014,151.0003069,4.4
2024-03-15T07:16:04,-27.5014793,151.0002998,4.8
2024-03-15T07:16:09,-27.5014424,151.0006345,5.6
2024-03-15T07:16:14,-27.500922,151.0005507,3.4
2024-03-15T07:16:19,-27.5011652,151.0002473,2.9
2024-03-15T07:16:24,-27.5012093,151.0003683,1.2
2024-03-15T07:16:29,-27.5012626,151.0001073,1.8
2024-03-15T07:16:34,-27.5010331,151.0006242,3.3
2024-03-15T07:16:39,-27.5014229,151.0000349,5.0
2024-03-15T07:16:44,-27.5010544,150.9999678,2.5
2024-03-15T07:16:49,-27.5010239,151.0001891,2.9
2024-03-15T07:16:54,-27.5011673,151.0003955,1.9
2024-03-15T07:16:59,-27.5008775,151.0000916,0.3
2024-03-15T07:17:04,-27.5014676,151.0002351,1.6
2024-03-15T07:17:09,-27.5011979,151.0002517,5.7
2024-03-15T07:17:14,-27.5009298,151.0005862,0.4
2024-03-15T07:17:19,-27.5011416,151.0005648,2.2
2024-03-15T07:17:24,-27.5012728,151.000269,3.1
2024-03-15T07:17:29,-27.5009129,151.0005126,1.6
2024-03-15T07:17:34,-27.5011082,151.0000502,0.2
2024-03-15T07:17:39,-27.5008981,151.0003335,3.6
2024-03-15T07:17:44,-27.501309,151.0003544,2.7
2024-03-15T07:17:49,-27.5012484,151.0004438,2.4
2024-03-15T07:17:54,-27.5014793,151.0005017,4.3
2024-03-15T07:17:59,-27.5015266,151.0006246,5.2
2024-03-15T07:18:04,-27.5009421,151.00025,1.7
2024-03-15T07:18:09,-27.5011213,151.000036,2.5
2024-03-15T07:18:14,-27.501159,151.0002431,1.8
2024-03-15T07:18:19,-27.5012803,151.0003235,2.8
2024-03-15T07:18:24,-27.5011505,151.0005819,3.5
2024-03-15T07:18:29,-27.501262,151.0005379,0.0
2024-03-15T07:18:34,-27.5014612,151.00042,1.3
2024-03-15T07:18:39,-27.5011243,151.0003356,2.5
2024-03-15T07:18:44,-27.5011117,151.0001543,3.7
2024-03-15T07:18:49,-27.5015054,151.0000677,1.9
2024-03-15T07:18:54,-27.5012582,151.0006042,0.2
2024-03-15T07:18:59,-27.5010708,151.0002327,1.6
2024-03-15T07:19:04,-27.5009474,151.0003677,5.6
2024-03-15T07:19:09,-27.5009425,150.9999646,3.6
2024-03-15T07:19:14,-27.5012608,151.0005819,0.2
2024-03-15T07:19:19,-27.5013738,150.9999911,5.1
2024-03-15T07:19:24,-27.5014045,151.000109,4.4
2024-03-15T07:19:29,-27.5012094,151.0001277,0.0
2024-03-15T07:19:34,-27.5012582,151.000199,2.0
2024-03-15T07:19:39,-27.5010664,151.0002045,1.6
2024-03-15T07:19:44,-27.5008781,151.0003514,5.1
2024-03-15T07:19:49,-27.5011087,151.0002618,2.8
2024-03-15T07:19:54,-27.5014872,151.0004884,0.9
2024-03-15T07:19:59,-27.5008551,151.0006299,2.6
2024-03-15T07:20:04,-27.5012054,151.0000793,1.8
2024-03-15T07:20:09,-27.5012407,151.0003054,27.5
2024-03-15T07:20:12,-27.5009202,151.0007377,33.4
2024-03-15T07:20:15,-27.5007393,151.001204,36.0
2024-03-15T07:20:18,-27.5005583,151.0015657,38.2
2024-03-15T07:20:21,-27.5003274,151.0020549,26.1
2024-03-15T07:20:24,-27.5000993,151.0023975,35.5
2024-03-15T07:20:27,-27.4998091,151.0027776,37.1
2024-03-15T07:20:30,-27.4997254,151.0032597,25.1
2024-03-15T07:20:33,-27.4994876,151.0036555,35.9
2024-03-15T07:20:36,-27.4991601,151.0040524,32.2
2024-03-15T07:20:39,-27.4989523,151.0045495,24.4
2024-03-15T07:20:42,-27.4989945,151.0045586,34.8
2024-03-15T07:20:45,-27.4987012,151.0050242,28.6
2024-03-15T07:20:48,-27.4985264,151.0053967,24.9
2024-03-15T07:20:51,-27.4982815,151.0057923,28.6
2024-03-15T07:20:54,-27.4979789,151.0062419,34.6
2024-03-15T07:20:57,-27.4977475,151.006725,30.9
2024-03-15T07:21:00,-27.4975324,151.0071857,25.7
2024-03-15T07:21:03,-27.4973133,151.0076508,36.4
2024-03-15T07:21:06,-27.4969281,151.0080917,25.9
2024-03-15T07:21:09,-27.4968041,151.0086216,35.4
2024-03-15T07:21:12,-27.4965462,151.0089272,33.8
2024-03-15T07:21:15,-27.4964774,151.0090567,31.7
2024-03-15T07:21:18,-27.4962403,151.0094684,31.5
2024-03-15T07:21:21,-27.4959664,151.0099466,34.3
2024-03-15T07:21:24,-27.4957589,151.0103069,25.5
2024-03-15T07:21:27,-27.4955551,151.0107428,37.6
2024-03-15T07:21:30,-27.4952289,151.0113183,31.9
2024-03-15T07:21:33,-27.4950583,151.0117131,36.5
2024-03-15T07:21:36,-27.4946813,151.0120904,30.2
2024-03-15T07:21:39,-27.4944492,151.0126269,40.0
2024-03-15T07:21:42,-27.4942721,151.013094,23.2
2024-03-15T07:21:45,-27.4939289,151.0135207,23.2
2024-03-15T07:21:48,-27.4939951,151.0135403,22.1
2024-03-15T07:21:51,-27.493722,151.0139004,37.4
2024-03-15T07:21:54,-27.4935478,151.0143941,31.4
2024-03-15T07:21:57,-27.4932405,151.0148484,33.8
2024-03-15T07:22:00,-27.4930056,151.0153346,35.4
2024-03-15T07:22:03,-27.492676,151.0157185,34.7
2024-03-15T07:22:06,-27.4925278,151.0162584,29.5
2024-03-15T07:22:09,-27.4922067,151.0166217,24.1
2024-03-15T07:22:12,-27.4920268,151.0170909,25.8
2024-03-15T07:22:15,-27.4917698,151.0175726,36.7
2024-03-15T07:22:18,-27.4915173,151.0179905,32.5
2024-03-15T07:22:21,-27.4915013,151.0179793,38.6
2024-03-15T07:22:24,-27.4911919,151.018427,35.7
2024-03-15T07:22:27,-27.4909698,151.0188449,29.9
2024-03-15T07:22:30,-27.4907906,151.0193382,38.9
2024-03-15T07:22:33,-27.4905721,151.0198142,23.4
2024-03-15T07:22:36,-27.4902437,151.0202574,37.9
2024-03-15T07:22:39,-27.4900032,151.0206817,35.5
2024-03-15T07:22:42,-27.4897326,151.0211196,29.8
2024-03-15T07:22:45,-27.4895062,151.0215878,30.1
2024-03-15T07:22:48,-27.4892251,151.0218921,38.7
2024-03-15T07:22:51,-27.4889397,151.022431,33.3
2024-03-15T07:22:54,-27.4890623,151.0224399,28.2
2024-03-15T07:22:57,-27.4887833,151.0228677,36.5
2024-03-15T07:23:00,-27.4884072,151.0232513,22.4
2024-03-15T07:23:03,-27.4881817,151.0236855,28.1
2024-03-15T07:23:06,-27.4879434,151.0241611,24.0
2024-03-15T07:23:09,-27.487681,151.024553,36.5
2024-03-15T07:23:12,-27.4873108,151.0249774,23.3
2024-03-15T07:23:15,-27.4870947,151.0254909,31.1
2024-03-15T07:23:18,-27.4867827,151.0259357,28.2
2024-03-15T07:23:21,-27.4865132,151.0263513,29.6
2024-03-15T07:23:24,-27.4863248,151.0267338,22.1
2024-03-15T07:23:27,-27.486264,151.0267559,40.0
2024-03-15T07:23:30,-27.4859865,151.0271011,35.0
2024-03-15T07:23:33,-27.4857992,151.0273782,32.0
2024-03-15T07:23:36,-27.4854302,151.0276257,34.4
2024-03-15T07:23:39,-27.4851939,151.0280101,31.8
2024-03-15T07:23:42,-27.4849003,151.0282504,38.2
2024-03-15T07:23:45,-27.4846816,151.0285272,35.9
2024-03-15T07:23:48,-27.4843301,151.0288986,25.3
2024-03-15T07:23:51,-27.4839898,151.0291897,26.0
2024-03-15T07:23:54,-27.4838185,151.0295426,34.1
2024-03-15T07:23:57,-27.4834837,151.0297764,29.9
2024-03-15T07:24:00,-27.4835495,151.029744,27.2
2024-03-15T07:24:03,-27.4830756,151.0299519,25.7
2024-03-15T07:24:06,-27.4827425,151.0300507,39.6
2024-03-15T07:24:09,-27.4824607,151.0302244,35.2
2024-03-15T07:24:12,-27.4820579,151.0303125,30.8
2024-03-15T07:24:15,-27.4815804,151.0305052,26.9
2024-03-15T07:24:18,-27.4812897,151.0306781,31.0
2024-03-15T07:24:21,-27.4808704,151.0308465,26.6
2024-03-15T07:24:24,-27.4805861,151.0309502,36.2
2024-03-15T07:24:27,-27.4801538,151.0310884,23.1
2024-03-15T07:24:30,-27.4797675,151.0312057,38.9
2024-03-15T07:24:33,-27.4795313,151.0311572,1.8
2024-03-15T07:24:38,-27.4798696,151.0311638,0.6
2024-03-15T07:24:43,-27.4801118,151.0311199,0.9
2024-03-15T07:24:48,-27.479699,151.0310329,1.8
2024-03-15T07:24:53,-27.4796408,151.0310007,4.5
2024-03-15T07:24:58,-27.4795657,151.0310858,6.7
2024-03-15T07:25:03,-27.4799101,151.0313653,1.0
2024-03-15T07:25:08,-27.4800626,151.0313891,2.9
2024-03-15T07:25:13,-27.4797102,151.0313201,2.4
2024-03-15T07:25:18,-27.4800666,151.0309594,0.9
2024-03-15T07:25:23,-27.4795973,151.0310138,5.8
2024-03-15T07:25:28,-27.479545,151.0311416,3.0
2024-03-15T07:25:33,-27.4800694,151.0314892,4.5
2024-03-15T07:25:38,-27.4796582,151.031363,6.7
2024-03-15T07:25:43,-27.479725,151.031166,4.5
2024-03-15T07:25:48,-27.4800579,151.0313875,5.4
2024-03-15T07:25:53,-27.4800134,151.031437,4.7
2024-03-15T07:25:58,-27.4795267,151.0314636,4.1
2024-03-15T07:26:03,-27.4798849,151.0311098,0.2
2024-03-15T07:26:08,-27.4797069,151.0310272,3.2
2024-03-15T07:26:13,-27.4797447,151.0315348,0.2
2024-03-15T07:26:18,-27.4795963,151.0313556,6.3
2024-03-15T07:26:23,-27.4798885,151.0309546,6.6
2024-03-15T07:26:28,-27.4800322,151.0311847,1.6
2024-03-15T07:26:33,-27.479479,151.0312037,1.4
2024-03-15T07:26:38,-27.4798174,151.031079,0.5
2024-03-15T07:26:43,-27.4794928,151.0310987,6.7
2024-03-15T07:26:48,-27.4794558,151.0309853,6.0
2024-03-15T07:26:53,-27.4796632,151.0309134,3.7
2024-03-15T07:26:58,-27.4795243,151.0312913,3.8
2024-03-15T07:27:03,-27.4798349,151.0315395,6.8
2024-03-15T07:27:08,-27.4801164,151.0309548,2.5
2024-03-15T07:27:13,-27.4797796,151.0312182,3.5
2024-03-15T07:27:18,-27.4799043,151.0309474,5.6
2024-03-15T07:27:23,-27.4797613,151.0314087,4.5
2024-03-15T07:27:28,-27.479795,151.0310792,5.1
2024-03-15T07:27:33,-27.4800331,151.0310489,6.0
2024-03-15T07:27:38,-27.4797441,151.0315112,6.7
2024-03-15T07:27:43,-27.4796611,151.0313897,5.4
2024-03-15T07:27:48,-27.4799625,151.0310384,2.1
2024-03-15T07:27:53,-27.4795474,151.0311581,6.0
2024-03-15T07:27:58,-27.4796473,151.031503,3.6
2024-03-15T07:28:03,-27.4800419,151.0313507,2.9
2024-03-15T07:28:08,-27.479902,151.0312042,0.4
2024-03-15T07:28:13,-27.4799153,151.0312873,3.1
2024-03-15T07:28:18,-27.4796156,151.0310195,35.9
2024-03-15T07:28:20.500000,-27.4800857,151.0308889,39.6
2024-03-15T07:28:23,-27.4804089,151.0307412,39.5
2024-03-15T07:28:25.500000,-27.4807343,151.0306947,36.0
2024-03-15T07:28:28,-27.4811948,151.0305209,43.1
2024-03-15T07:28:30.500000,-27.4815467,151.0303406,47.1
2024-03-15T07:28:33,-27.4818754,151.0301716,39.2
2024-03-15T07:28:35.500000,-27.4823138,151.0301375,32.1
2024-03-15T07:28:38,-27.4825899,151.0299685,42.9
